,name,year,release_date,artists,id,duration_ms,explicit,valence,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo
92358,"The Plan - From the Motion Picture ""TENET""",2020,2020-08-22,['Travis Scott'],551xyaSJsg8hILXFq9JdST,185851,1,0.0363,0.0922,0.433,0.443,0.000293,1,0.117,-10.568,0,76,0.0361,79.903
92359,Blood Moon,2020,2020-08-30,['Prxxy'],44d9ISArnS0NOcScTRyik3,150758,0,0.539,0.0764,0.685,0.487,0.911,7,0.108,-16.895,1,69,0.0816,77.507
92360,Better Than We Found It,2020,2020-10-02,['Maren Morris'],6IVLDX1miNBy1BOWebnMP2,197216,0,0.23,0.112,0.379,0.569,3.19e-06,10,0.166,-5.193,1,69,0.029,170.21900000000005
92361,Without Me,2020,2020-11-13,['Halsey'],09MxCtbQStuGmBUNRJZW5M,201661,1,0.5329999999999999,0.293,0.752,0.488,9.2e-06,6,0.0936,-7.05,1,40,0.0705,136.07
92362,Enchule,2020,2020-09-18,['Rauw Alejandro'],3ThrfRAmijYU098H9q9tAs,185719,0,0.5870000000000001,0.153,0.763,0.6659999999999999,0.0,7,0.301,-3.3160000000000003,1,85,0.194,90.086
92363,3am,2020,2020-11-20,['Halsey'],6WQvTT6iaUoMlQYgPniH81,234858,1,0.526,0.00907,0.337,0.871,0.0,8,0.579,-4.604,1,40,0.0634,94.847
92364,THICK (feat. Megan Thee Stallion) - Remix,2020,2020-10-30,"['DJ Chose', 'Megan Thee Stallion']",52ySvuxscDGsXUVsci1Kpa,205296,1,0.679,0.0288,0.877,0.747,0.0,4,0.273,-5.8729999999999976,1,69,0.365,145.162
92365,929,2020,2020-11-20,['Halsey'],2U4y6xFoAQBulbH8gec7Sn,174806,1,0.617,0.934,0.642,0.317,0.0,9,0.207,-9.325,1,38,0.155,150.15200000000004
107666,Wednesday Night Interlude,2015,2015-02-12,"['Drake', 'PARTYNEXTDOOR']",6oLHyWvmk6bKrA91EIYZBp,212280,1,0.195,0.7290000000000001,0.312,0.466,7.34e-06,9,0.215,-8.163,0,58,0.0509,135.44
107667,Run,2015,2015-06-05,['COIN'],6szw2Y2ywtth0oc7ODN3Tz,206467,0,0.922,0.00151,0.4970000000000001,0.882,7.11e-06,8,0.139,-5.621,1,56,0.0412,76.48100000000002
107668,Baby Be My Love Song,2015,2015-06-30,['Easton Corbin'],6WCqjXvMxAN2yP4dzeoyhF,199747,0,0.483,0.0569,0.488,0.713,0.0,0,0.305,-6.148,1,54,0.0472,167.97299999999996
107669,Blasphemy,2015,2015-09-11,['Bring Me The Horizon'],6r7bDk4J0Okw4ezTBUQXo3,275013,0,0.473,0.000123,0.409,0.8590000000000001,0.0,10,0.369,-4.098,0,62,0.0367,154.023
107670,Run,2015,2015-03-17,['AWOLNATION'],2wIC3jqtTK78zQMdj1DRLu,241655,0,0.672,0.725,0.6859999999999999,0.665,0.687,1,0.268,-10.214,1,60,0.0449,137.92
107671,Younger - Kygo Remix,2015,2015-10-23,"['Seinabo Sey', 'Kygo']",7vHshinTU8161w69EPbabY,351579,0,0.645,0.13,0.69,0.489,0.00022,5,0.0815,-7.938,1,66,0.0788,114.008
107672,Mind (feat. Kai),2015,2015-02-24,"['Jack Ü', 'Skrillex', 'Diplo', 'kai']",6ZpR2XFuQJSHAQwg9495KZ,242069,0,0.356,0.117,0.502,0.777,2.91e-06,1,0.0957,-4.627,1,65,0.0934,174.153
107673,Unfold,2015,2015-05-19,"['Alina Baraz', 'Galimatias']",2iXWHGaJZPUUKzuvVDumra,272143,0,0.194,0.675,0.638,0.5,0.00117,9,0.235,-8.714,0,55,0.0375,111.945
107674,Valet (feat. Fetty Wap and 2 Chainz),2015,2015-12-04,"['Eric Bellinger', 'Fetty Wap', '2 Chainz']",7osBjxxoPSCceUMdkyFh9O,204324,1,0.332,0.0287,0.7490000000000001,0.53,0.0,1,0.141,-5.251,1,59,0.0386,93.869
107675,Survive the Night,2015,2015-07-13,['MandoPony'],4FQx5prSBUJSi6mt9XRwbv,348661,0,0.246,0.0182,0.684,0.5770000000000001,0.0,3,0.0849,-10.193,0,59,0.0272,110.993
107676,Una Noche Mas Contigo,2015,2015-05-05,['Mariano Barba'],0Uee9J71CUB05o9os8oplV,250120,0,0.586,0.512,0.73,0.332,0.000311,7,0.115,-9.483,1,63,0.061,154.247
107677,Play No Games,2015,2015-02-24,"['Big Sean', 'Chris Brown', 'Ty Dolla $ign']",3rsOs39rDAYxIOrDTHAgR9,216653,1,0.384,0.085,0.755,0.701,0.0,1,0.452,-3.5860000000000003,1,55,0.0455,81.514
107678,Liquor,2015,2015-12-18,['Chris Brown'],5u7o3wXWJI7AN1b9KIf3m8,224907,1,0.429,0.0212,0.6859999999999999,0.342,0.0,5,0.111,-8.555,0,58,0.0447,104.995
107679,White Noise: Calming Roar of the Ocean to Fall to Sleep and Stay Asleep,2015,2015-02-19,['Natural White Noise Relaxation'],0O3oat5MkjDTOneiwLPGda,288493,0,1e-05,0.871,0.075,0.00344,0.995,11,0.108,-19.787,0,63,0.273,171.06
107680,Order More (feat. Starrah),2015,2015-12-04,"['G-Eazy', 'Starrah']",5O2Yjlcs5pSpHq1gcA0cwg,208827,1,0.802,0.108,0.895,0.4370000000000001,0.0,8,0.0929,-8.988999999999997,0,57,0.357,140.017
107681,Memories,2015,2015-11-20,['Shawn Mendes'],7ekZl2me2Fjn6ywN16cvFK,232520,0,0.305,0.8009999999999999,0.496,0.158,0.0,4,0.268,-8.981,1,63,0.0289,107.932
107682,Bajo El Agua,2015,2015-10-30,['Manuel Medrano'],5QSYWruQQ7kBCHScI4xJ9g,225839,0,0.249,0.767,0.616,0.454,3.48e-05,4,0.105,-8.504,1,74,0.0273,99.998
107683,Smoke,2015,2015-06-09,['A Thousand Horses'],0ZUnRmGiWEypcw14WjW109,219080,0,0.424,0.0349,0.433,0.7759999999999999,0.00023,7,0.387,-5.53,1,54,0.029,149.641
107684,Tearing Me Up,2015,2015-09-18,['Bob Moses'],6NDt5z8GKIHub37hBQ4x18,470093,0,0.155,0.172,0.705,0.403,0.00201,0,0.615,-9.7,1,61,0.0438,114.992
107685,Caretaker (feat. SZA),2015,2015-10-23,"['Shelley FKA DRAM', 'SZA']",4XQQovRSltOGWevTCgacXY,171373,1,0.165,0.78,0.614,0.275,0.0,2,0.119,-12.804,0,56,0.186,130.664
107686,You & The 6,2015,2015-02-12,['Drake'],2YaDRtIlQiZ5WDDB2YuEOC,264907,1,0.223,0.168,0.545,0.476,0.0,7,0.13,-7.444,0,56,0.284,154.362
107687,You Ain't Gotta Lie (Momma Said),2015,2015-03-16,['Kendrick Lamar'],7A3ETuOrieyx9KSF0sn0Zf,241680,1,0.672,0.455,0.443,0.635,2.07e-05,11,0.285,-5.404,0,57,0.223,93.742
107688,Pure Brown Noise - Loopable with no fade,2015,2015-01-22,"['Deep Sleep', 'Sleep Baby Sleep', 'Lullabies for Deep Meditation', 'Relax Meditate Sleep', 'Relaxation', 'Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief']",590RGsZ4nakW5zcijKeNdi,71398,0,0.0,0.0,0.0,2.01e-05,0.124,10,0.688,-17.502,0,54,0.0,0.0
107689,Lilly,2015,2015-04-07,['Toro y Moi'],6MDLO5bi8mGexqSwF9KmpH,267789,0,0.524,0.0446,0.47,0.652,0.0635,3,0.311,-6.501,1,55,0.0335,139.975
107690,Intro,2015,2015-12-18,['Ariana Grande'],6KfO5tEll4owFUX2vbFcVG,65693,0,0.313,0.000462,0.7070000000000001,0.325,0.0,2,0.119,-11.774,0,58,0.0458,118.975
107691,Howl's Moving Castle Theme,2015,2015-09-18,['Kyle Landry'],3JTjiMAPVMfwjzPiG5R3hK,350348,0,0.0471,0.94,0.322,0.144,0.917,7,0.0744,-17.448,0,60,0.0384,142.81799999999996
107692,One Day,2015,2015-01-15,['Tory Lanez'],5Z2S8VemQCfM02SLq8o5cR,225013,1,0.108,0.185,0.785,0.297,0.0,6,0.103,-11.768,0,57,0.0744,112.008
107693,Hello Bitches,2015,2015-12-05,['CL'],2PsuktMveOXllYMbAy5dEj,178177,0,0.584,0.00983,0.7140000000000001,0.884,0.0,11,0.439,-2.932,1,64,0.113,145.07399999999996
107694,Young,2015,2015-01-06,['Vallis Alps'],3u4rIcRR7gSoJdkJIx9zpu,324123,0,0.184,0.72,0.584,0.384,0.288,3,0.0964,-12.144,0,59,0.0675,93.981
107695,Bloodfeather,2015,2015-07-17,['Highly Suspect'],66Avcq6c51vcMGXLzHH5d7,234093,1,0.395,0.000383,0.547,0.792,0.000259,9,0.106,-5.645,0,55,0.035,97.998
107696,Strange Love,2015,2015-08-28,['Halsey'],6zQq3TrWnilO8SR1fgvTeD,247283,1,0.599,0.00212,0.605,0.8490000000000001,0.000372,11,0.192,-4.761,1,58,0.043,89.993
107697,Christ Conscious,2015,2015-01-20,['Joey Bada$$'],6v4s7JosY38tu0hTZGpgrx,173793,1,0.589,0.0131,0.649,0.7170000000000001,3.26e-05,4,0.18,-5.021,1,59,0.262,86.79799999999999
107698,Colors,2015,2015-08-28,['Halsey'],4FqMPJlvfY5Nfo3gRKcNxl,249500,0,0.521,0.0534,0.512,0.812,0.0,1,0.092,-4.809,1,60,0.0617,100.02
107699,Haunting,2015,2015-08-28,['Halsey'],1r1WtSrPbAOYHE7zwq4eqK,260797,0,0.311,0.015,0.461,0.696,0.000491,9,0.21,-5.752000000000002,0,59,0.0486,180.00599999999997
107700,2 Heads,2015,2015-04-07,['Coleman Hell'],3bi8yEuK44vLcbjHkPH0u1,213707,0,0.35,0.0621,0.733,0.565,0.000324,0,0.104,-8.515,1,56,0.0367,120.006
107701,Hoes Come Easy,2015,2015-05-26,['RJMrLA'],1tVwKHwJ5OfNGIyAuM8HLL,166818,1,0.451,0.0489,0.779,0.726,0.0,8,0.6559999999999999,-6.94,1,53,0.0317,98.016
107702,Coming Over (feat. James Hersey),2015,2015-08-14,"['Dillon Francis', 'Kygo', 'James Hersey']",6m3ZWIXhjoV76syT1j2oE9,178333,0,0.698,0.227,0.631,0.6609999999999999,1.43e-06,5,0.166,-5.5,0,60,0.0999,174.03099999999995
107703,Sweetie Little Jean,2015,2015-12-18,['Cage The Elephant'],4dpEYOPcmHNfvERbiajp3G,224893,0,0.3670000000000001,0.029,0.524,0.532,8.41e-05,6,0.242,-6.07,0,60,0.026,135.67700000000002
107704,Aunque Ahora Estés Con Él,2015,2015-01-27,['Calibre 50'],49ItgqFP5shdUdK9ggonW0,214293,0,0.748,0.545,0.481,0.555,0.0,5,0.375,-5.001,1,62,0.0616,172.507
107705,Crazy in Love,2015,2015-01-01,['Eden Project'],5iJS04ZXjMkQZ5nS0PsIeY,265456,0,0.235,0.871,0.569,0.316,0.0,11,0.115,-9.762,0,61,0.0475,118.297
107706,U Mad,2015,2015-04-20,"['VIC MENSA', 'Kanye West']",3KiEydhjn7yf58h9jBD5Sa,299800,1,0.485,0.0121,0.723,0.585,0.0,1,0.325,-6.496,1,57,0.0471,134.071
107707,Rock a Bye Baby,2015,2015-11-24,['Baby Lullaby Academy'],586k3MTMSuIDdPMMKuGIq3,118936,0,0.339,0.963,0.606,0.00688,0.0765,7,0.21,-37.972,1,60,0.0408,79.932
107708,Show Me,2015,2015-05-19,"['Alina Baraz', 'Galimatias']",4fvYU9z5abXplnTpdeejJs,253200,0,0.216,0.14,0.532,0.622,0.0,0,0.121,-8.722999999999999,0,54,0.143,99.92
107709,Sleep Rain,2015,2015-08-12,['Rain Sounds'],1Wmgup2PftavoaEKubkRkG,66860,0,0.0,2.65e-06,0.0,0.0146,0.831,1,0.31,-19.407,1,58,0.0,0.0
107710,Malditas Ganas,2015,2015-07-02,['El Komander'],3skC4mUK23HjA5AaJV0fMw,156908,0,0.946,0.237,0.909,0.594,0.000218,7,0.0771,-5.745,1,62,0.107,114.9
107711,Everything Will Be OK (feat. Kehlani),2015,2015-12-04,"['G-Eazy', 'Kehlani']",1WQvmGZIMBmapHL3Garw7e,311373,1,0.429,0.122,0.5670000000000001,0.539,0.0,0,0.11,-11.203,0,57,0.1689999999999999,91.205
107712,"no, the moon",2015,2015-10-07,['Teen Suicide'],6htie60haocR56p0SIYqFG,152170,0,0.212,0.994,0.357,0.281,0.8440000000000001,5,0.273,-12.809,1,58,0.0314,107.295
107713,Salvatore,2015,2015-09-18,['Lana Del Rey'],21qg0IBZf8R12qHd9A3AA4,281093,0,0.115,0.675,0.304,0.311,0.00195,11,0.12,-9.647,0,62,0.0344,117.68
107714,Gone,2015,2015-09-25,['JR JR'],3mxMrdo3fJjDbb64nagoXR,227507,0,0.418,0.054,0.62,0.892,0.000687,2,0.207,-3.664,1,53,0.0531,129.96
107715,Bloom,2015,2015-05-27,['j^p^n'],2kNmLJdgeTLPKUkvuSbn5g,137407,0,0.556,0.8740000000000001,0.471,0.495,0.000247,6,0.188,-10.605,1,59,0.419,139.79399999999998
107716,Something Big,2015,2015-04-14,['Shawn Mendes'],4eQznxonJdR6NEksFNHMCT,161440,0,0.804,0.00614,0.695,0.8540000000000001,0.0,7,0.158,-3.891,0,57,0.0431,112.008
107717,Bundle of Joy,2015,2015-01-01,['Michael Giacchino'],3eTgg18rKBD30Hef1gv0wz,168760,0,0.0493,0.967,0.312,0.0766,0.488,9,0.0606,-20.31900000000001,0,58,0.0408,136.866
107718,Come Alive (Dry Bones),2015,2015-04-14,['Lauren Daigle'],725WUW2kYMV93UM3NVt8DI,235227,0,0.133,0.0398,0.361,0.718,0.0,0,0.1,-4.7810000000000015,1,54,0.0344,149.968
107719,No Hay Lugar Más Alto (En Vivo) [feat. Christine D'clario],2015,2015-03-06,"['Miel San Marcos', ""Christine D'Clario""]",0yzKJqFTXsbzWjUHaiOxD9,488333,0,0.107,0.0492,0.493,0.63,0.0,9,0.123,-5.143,1,64,0.0264,135.999
107720,Halftime,2015,2015-04-16,['Young Thug'],4BP0An7SXctTY4kF41JxIQ,226733,1,0.17,0.0641,0.71,0.486,0.0,11,0.112,-6.221,0,56,0.251,133.284
107721,High Above The Water,2015,2015-02-24,['Parker McCollum'],288eXU0ypAeWJebnN1OpTU,251520,0,0.119,0.0078,0.399,0.51,0.0,0,0.131,-6.53,1,53,0.027,141.696
107722,All Day All Night,2015,2015-10-02,['Moon Taxi'],1dv9NZzzUeuMRwqqnsWbyW,231367,0,0.364,0.0155,0.5489999999999999,0.946,0.00238,2,0.109,-3.567,1,54,0.043,105.22
107723,Shoulders,2015,2015-10-22,['for KING & COUNTRY'],5MCG4XcVcvCOXWpSg2cfRC,303307,0,0.161,0.171,0.518,0.7440000000000001,7.63e-06,3,0.109,-7.106,1,56,0.0351,98.022
107724,Run Away With Me,2015,2015-08-21,['Carly Rae Jepsen'],5e0vgBWfwToyphURwynSXa,251320,0,0.251,0.0126,0.564,0.7190000000000001,0.000177,1,0.0536,-5.505,1,57,0.0475,119.023
107725,Simple Things,2015,2015-06-26,['Miguel'],2YEr07055St40kz0aUfm4f,196027,0,0.234,0.642,0.536,0.496,0.000802,8,0.119,-6.452000000000001,1,56,0.0429,80.925
107726,Desire - Gryffin Remix,2015,2015-09-18,"['Years & Years', 'Gryffin']",6JzCO4ZzxAXhY86vTcqM1Q,268840,0,0.415,0.0606,0.5429999999999999,0.8759999999999999,0.0,10,0.157,-5.069,0,63,0.0512,122.058
107727,Gimme All Your Love,2015,2015-04-21,['Alabama Shakes'],5qGavrnGfH766WNp5pZXS2,243467,0,0.191,0.204,0.392,0.57,0.299,11,0.385,-5.249,0,52,0.0466,105.468
107728,The Greatest,2015,2015-05-12,['Futuristic'],7JpewU9FPkJyiOi0CErkpI,214903,1,0.197,0.21,0.762,0.8390000000000001,0.0,9,0.275,-4.676,1,56,0.307,122.047
107729,Cold Love,2015,2015-04-25,['Rainbow Kitten Surprise'],04M3DsiMNyn8s5XQJrW5sL,237493,1,0.214,0.772,0.631,0.277,0.0,5,0.114,-10.985,1,54,0.0537,114.765
107730,Gdzie jest biały węgorz ? (Zejście),2015,2015-11-03,['Cypis'],4fNbS43X6yt4iWxLgRqwKa,249036,0,0.968,0.364,0.956,0.8540000000000001,0.0,9,0.0251,-5.964,0,66,0.224,120.771
107731,Real Sisters,2015,2015-07-17,['Future'],5GhJq5J9ZWIEDZdyw7EWzt,173800,1,0.512,0.0768,0.78,0.73,0.0,9,0.131,-5.422999999999999,0,54,0.0497,160.03
107732,Monaco,2015,2015-07-24,['MKTO'],3GQnWBLRh9GiaP34RlbTbK,227227,0,0.299,0.0754,0.653,0.6509999999999999,0.0,11,0.0562,-5.127999999999999,1,59,0.0276,99.036
107733,El Compa 1,2015,2015-07-24,['Martin Castillo'],5JaLUDg9vhCmlMtvK5KAdg,181693,0,0.929,0.289,0.6,0.911,0.0,3,0.133,-1.753,1,56,0.0801,114.8
107734,Simple Gospel (Live),2015,2015-08-14,['United Pursuit'],1laUzJ0NBV7iwWCcquCxcN,360000,0,0.165,0.383,0.453,0.266,1.66e-05,9,0.104,-11.12,1,56,0.0276,71.611
107735,You,2015,2015,['Petit Biscuit'],4gRuC34ZpRcpVXxMXM1csQ,231131,0,0.487,0.949,0.57,0.339,0.924,9,0.0968,-13.549,0,60,0.0645,162.387
107736,Yayo (feat. Snootie),2015,2015-11-24,"['Yo Gotti', 'Snootie Wild']",6iZAmCxnGmoMraKoS7Dtz4,219951,1,0.8340000000000001,0.0365,0.757,0.856,0.0,5,0.211,-5.15,0,53,0.0626,139.969
107737,Jet Black Heart,2015,2015-10-23,['5 Seconds of Summer'],6U0D8PIh75fnX6T6TWJLxl,221716,0,0.545,0.0001629999999999,0.507,0.85,0.0,11,0.0812,-4.274,0,61,0.033,153.957
107738,Running Low,2015,2015-11-20,['Shawn Mendes'],2ePgwid1o7NKDpUmNGC69b,274587,0,0.141,0.7090000000000001,0.599,0.297,3.13e-06,0,0.108,-9.188,1,63,0.0301,122.314
107739,Christ In Me,2015,2015-02-03,['Jeremy Camp'],04ZzbJOLBEhaf8PVQuH96u,211600,0,0.229,0.0104,0.4920000000000001,0.873,0.0,0,0.0895,-3.193,1,55,0.0392,91.078
107740,"All I Ask of You (from ""The Phantom of the Opera"") [with Kelly Clarkson]",2015,2015-04-20,"['Josh Groban', 'Kelly Clarkson']",3XbuqATuVYo20LysQKShOW,239453,0,0.189,0.912,0.223,0.268,0.0,1,0.108,-9.468,1,59,0.0304,90.971
107741,Who We Are,2015,2015-10-30,['Imagine Dragons'],2x2SotEkKozaFh6H1aVnOZ,249347,0,0.39,0.00746,0.407,0.6559999999999999,0.255,6,0.343,-7.087999999999999,0,56,0.0413,173.954
107742,I'm Not Making out With You,2015,2015-05-10,['Surf Curse'],6E9ab6fNK5D18BDJT8ojDs,159199,0,0.269,0.0083299999999999,0.353,0.792,0.000134,0,0.197,-10.239,1,56,0.0515,190.042
107743,Beautiful Escape,2015,2015-08-28,"['Tom Misch', 'Zak Abel']",5MChi9fdCbTIWDJPPUuuW6,276785,0,0.331,0.0684,0.944,0.514,0.00209,5,0.103,-7.895,1,65,0.195,120.004
107744,The One,2015,2015-02-09,['Kodaline'],0My8NPmENHrN5W7OfgZnZJ,232520,0,0.332,0.654,0.43,0.5870000000000001,8.83e-05,9,0.158,-8.003,1,67,0.0348,156.006
107745,Killing Strangers,2015,2015-01-01,['Marilyn Manson'],4gacG0EFSqvgVXEbPX8gCY,336480,1,0.512,0.00977,0.593,0.5489999999999999,2.78e-06,5,0.132,-5.952000000000001,1,52,0.0376,60.003
107746,Angels - Radio Edit,2015,2015-04-20,"['Vicetone', 'Kat Nestel']",4IBkR62QBXApyiI2rIRZzS,214326,0,0.5539999999999999,0.0335,0.527,0.845,0.000127,1,0.144,-3.721,0,60,0.121,128.023
107747,Runaway,2015,2015-10-09,['Ziggy Alberts'],5lN3gM5Q6rcHzkY6TFAslJ,272733,0,0.505,0.33,0.752,0.498,0.000134,5,0.351,-11.936,1,67,0.0412,109.992
107748,Already Gone,2015,2015-10-06,['Sleeping At Last'],7fkXzzIVo98CgjOkpd9H0V,240791,0,0.327,0.956,0.447,0.206,4.56e-06,3,0.107,-11.75,1,62,0.0519,66.734
107749,Hunger,2015,2015-04-21,['Ross Copperman'],7k9GuJYLp2AzqokyEdwEw2,205594,0,0.196,0.426,0.442,0.632,0.00419,1,0.0735,-6.77,1,61,0.0295,78.899
107750,Ice Cream Man,2015,2015-08-24,['Tyga'],6ZA3Q8Dj5BrnmOsT300DCh,186672,1,0.39,0.1669999999999999,0.902,0.67,0.0,10,0.107,-4.074,1,61,0.19,144.07
107751,To Ü (feat. AlunaGeorge),2015,2015-02-24,"['Jack Ü', 'Skrillex', 'Diplo', 'AlunaGeorge']",3UgSQu6WwrXfKKDq019IHE,237000,0,0.348,0.134,0.485,0.928,2.92e-05,10,0.217,-3.451,0,62,0.445,160.165
107752,"En La Sierra Y En La Ciudad ""La China""",2015,2015-03-03,['Javier Rosas Y Su Artillería Pesada'],2wzBBN4okgN6lZ6OSkBB1L,223173,0,0.964,0.209,0.821,0.8079999999999999,1.81e-06,8,0.447,-6.619,1,59,0.0544,122.362
107753,Sober Saturday Night (feat. Vince Gill),2015,2015-11-13,"['Chris Young', 'Vince Gill']",081t95JRuDUrQYSS3h8iKk,194560,0,0.263,0.049,0.477,0.672,0.0,1,0.355,-5.234,1,54,0.0306,139.864
107754,Sexy Drug,2015,2015-02-24,['Falling In Reverse'],4TncWhCfACwaIU8hllz8SQ,194672,0,0.639,0.00146,0.3670000000000001,0.978,0.0,5,0.113,-2.3080000000000003,1,56,0.232,135.15
107755,The Matrimony (feat. Usher),2015,2015-03-31,"['Wale', 'Usher']",7vlPI45Zzzk0palLdKry4k,395951,1,0.581,0.438,0.416,0.7120000000000001,0.0,5,0.0642,-6.671,0,55,0.384,78.015
107756,Have Yourself a Merry Little Christmas,2015,2015-10-30,['Pentatonix'],0D7DRqVU5h31xtEUccV4s7,202560,0,0.762,0.147,0.653,0.415,0.0,0,0.0759,-7.489,1,56,0.0288,91.977
107757,Shalala,2015,2015-08-07,['Moses Gunn Collective'],0Bl1Gt8R9kjz7JO7SYAuhe,228015,0,0.46,0.0192,0.452,0.7290000000000001,0.0583,7,0.115,-5.6,1,58,0.0304,84.005
107758,Sing,2015,2015-10-16,['Pentatonix'],4940HtUKC4VDtiC5s4t4MT,177240,0,0.6920000000000001,0.0355,0.642,0.8270000000000001,0.0,8,0.133,-4.36,1,58,0.0867,154.983
107759,Autumn Rain,2015,2015-12-14,['Rain Sounds'],5fx09bPIoEiVlEpn3sc2SY,88649,0,0.0,2.69e-06,0.0832,0.00165,0.78,7,0.349,-19.851,1,58,0.156,78.75399999999998
107760,Heart Pulse,2015,2015-02-03,['Xavier Boscher'],4hWcxMPQSaAhO6Tdm4NizV,282560,0,0.546,0.226,0.633,0.71,0.918,10,0.112,-9.413,1,55,0.0371,118.025
107761,"Towards The Sun - From The ""Home"" Soundtrack",2015,2015-03-23,['Rihanna'],1UuZhGTon3gzXQAJzNa2A4,273293,0,0.263,0.0531,0.261,0.6890000000000001,0.0,4,0.152,-6.2070000000000025,0,54,0.0392,170.18
107762,Destruction,2015,2015-04-14,['Joywave'],2iLxXSM7AOzB4RCNzk4bjd,184413,0,0.5579999999999999,0.000438,0.66,0.638,0.0191,0,0.107,-6.827000000000001,1,56,0.0379,108.004
107763,F**k With U,2015,2015-03-31,"['Pia Mia', 'G-Eazy']",59wcUkUV5EeMgvRl2cibwW,193803,1,0.76,0.0863,0.735,0.635,0.0,11,0.0928,-6.007999999999999,1,59,0.111,97.956
107764,The Dance,2015,2015-03-13,['Brooks Jefferson'],3vFk6g15YAzFtpJFRKBlIW,219243,0,0.102,0.8109999999999999,0.539,0.374,0.000464,7,0.11,-7.434,1,56,0.0273,135.113
107765,Windowpane,2015,2015-09-18,['Mild High Club'],5nMfIpT4sBRTjrNwhHKZxE,237301,0,0.304,1.01e-05,0.507,0.723,0.0478,1,0.132,-8.164,1,57,0.0239,88.99600000000002
107766,You Are the Right One,2015,2015-07-24,['Sports'],2qpacEyFxmbxCpIEqZkqvC,172507,0,0.851,0.162,0.659,0.594,0.846,4,0.632,-8.494,0,60,0.0261,100.033
107767,Music To Watch Boys To,2015,2015-09-18,['Lana Del Rey'],34rRFl0bz9PocxWuO2ca5J,290626,0,0.134,0.713,0.4,0.494,0.000334,1,0.238,-8.04,0,62,0.0367,132.016
107768,Real Good Man,2015,2015-06-16,['Tim McGraw'],4ns2xaym21aBOOUN1vaBPJ,254600,0,0.639,0.00986,0.56,0.8270000000000001,1.13e-05,2,0.328,-5.393,1,54,0.0266,89.93
107769,Desire,2015,2015-09-18,['Meg Myers'],3kG6GPkDkV2RQTm9QdYN9Z,284333,1,0.173,0.00468,0.617,0.609,0.0906,7,0.109,-5.345,1,58,0.0274,131.91
107770,Moving Silence,2015,2015-11-15,['Spirits Of Our Dreams'],1hk4wGfZMRqmfUzaPtQQL9,124865,0,0.0568,0.986,0.19,0.0102,0.971,0,0.0798,-33.528,0,60,0.0344,73.68
107771,Vanille fraise,2015,2015,"[""L'Impératrice""]",7nZ9CzhiFRPhOQCn7eDSnn,238183,0,0.66,0.0399,0.767,0.547,0.485,7,0.0949,-11.458,0,63,0.0474,103.03
107772,Body Language (feat. Usher & Tinashe),2015,2015-01-02,"['Kid Ink', 'Usher', 'Tinashe']",1rN55j78K87LEfRKZsSFYm,206280,1,0.256,0.0187,0.882,0.53,0.0,5,0.097,-5.771,0,52,0.0379,99.015
107773,Na Na,2015,2015-06-23,['Trey Songz'],5LIleJbUUgtvYnBW9wfY1W,231907,0,0.235,0.328,0.67,0.476,0.0,9,0.104,-6.252999999999999,0,67,0.0406,96.975
107774,Ghost Town,2015,2015-06-11,['Adam Lambert'],44aN5xKL3kGHvQ5bXVk6B8,208330,1,0.274,0.186,0.703,0.736,1.92e-05,4,0.174,-5.709,0,65,0.046,119.955
107775,The Buzz (feat. Mataya & Young Tapz),2015,2015-08-28,"['Hermitude', 'Mataya', 'TAPZ']",1E0EOstQRm7YMhFpmDJzaB,221787,0,0.4970000000000001,0.33,0.7390000000000001,0.583,0.00137,0,0.122,-6.434,0,57,0.173,140.941
107776,Turbo Killer,2015,2015,['Carpenter Brut'],10qbHF920zH5K8C8IcE5AL,208973,0,0.288,6.720000000000001e-05,0.312,0.755,0.076,5,0.272,-1.673,0,60,0.067,147.162
107777,Dopamine,2015,2015-10-16,['BØRNS'],62ZXL1CWLJDiDWUZUhfLfU,224373,0,0.568,0.0155,0.551,0.813,5.82e-06,5,0.105,-4.25,1,57,0.0621,97.557
107778,Fallen Down,2015,2015-09-15,['Toby Fox'],1jDMi92a9zNQuPD3uPMkla,57818,0,0.871,0.797,0.624,0.66,0.7859999999999999,2,0.114,-12.779000000000002,1,58,0.0569,110.021
107779,Good For You,2015,2015-08-07,"['Selena Gomez', 'A$AP Rocky']",5XfywqPX6XBOdYQNbOaQvy,221560,1,0.212,0.179,0.605,0.6779999999999999,0.0,5,0.0878,-6.48,0,61,0.0511,88.96700000000001
107780,Jet Pack Blues,2015,2015-01-20,['Fall Out Boy'],7d0R90VzB45UWf3Aey0X22,179267,0,0.365,0.00784,0.5479999999999999,0.889,0.00866,4,0.341,-4.52,0,57,0.128,156.041
107781,Wine Glass,2015,2015-01-05,['Koe Wetzel'],09xjHXcaES9oei36G0KzcD,272674,0,0.468,0.14,0.465,0.6940000000000001,0.0,1,0.501,-7.213999999999999,1,52,0.0436,124.793
107782,"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",2015,2015-02-10,['Annie Lennox'],6HChE1b3T5ke2XA50t9kGd,210520,0,0.357,0.283,0.563,0.383,2.59e-06,2,0.127,-7.544,0,58,0.0322,173.984
